2018-10-13 10:53:00,017: 'h'
2018-10-13 10:53:00,247: 'i'
2018-10-13 10:53:00,529: 'h'
2018-10-13 10:53:00,888: 'i'
2018-10-13 10:53:01,085: 'i'
2018-10-13 10:53:01,237: 'i'
2018-10-13 10:53:01,383: 'i'
2018-10-13 10:53:01,542: 'i'
2018-10-13 10:53:01,695: 'i'
2018-10-13 10:53:01,849: 'i'
2018-10-13 10:53:02,007: 'i'
2018-10-13 10:53:02,162: 'i'
2018-10-13 10:53:02,318: 'i'
2018-10-13 10:53:03,204: Key.ctrl_l
2018-10-13 10:53:03,732: Key.ctrl_l
2018-10-13 10:53:03,754: '\x01'
2018-10-13 10:53:04,139: Key.backspace
2018-10-13 10:53:30,869: Key.cmd
2018-10-13 10:53:32,040: 'c'
2018-10-13 10:53:32,305: 'm'
2018-10-13 10:53:32,517: 'd'
2018-10-13 10:54:10,995: 'c'
2018-10-13 10:54:11,069: 'd'
2018-10-13 10:54:11,239: Key.space
2018-10-13 10:54:11,344: Key.shift
2018-10-13 10:54:11,532: 'd'
2018-10-13 10:54:11,708: 'e'
2018-10-13 10:54:12,573: 's'
2018-10-13 10:54:12,727: Key.tab
2018-10-13 10:54:13,637: Key.enter
2018-10-13 10:54:15,034: 'c'
2018-10-13 10:54:15,115: 'd'
2018-10-13 10:54:15,437: Key.space
2018-10-13 10:54:17,142: 'k'
2018-10-13 10:54:17,527: Key.tab
2018-10-13 10:54:18,227: Key.enter
2018-10-13 10:54:19,785: 'd'
2018-10-13 10:54:19,956: 'i'
2018-10-13 10:54:20,057: 'r'
2018-10-13 10:54:20,381: Key.enter
2018-10-13 10:54:21,594: 'p'
2018-10-13 10:54:21,839: 'y'
2018-10-13 10:54:21,966: 'i'
2018-10-13 10:54:22,145: 'n'
2018-10-13 10:54:22,220: 'd'
2018-10-13 10:54:22,906: Key.backspace
2018-10-13 10:54:23,112: 's'
2018-10-13 10:54:23,557: 't'
2018-10-13 10:54:23,708: 'a'
2018-10-13 10:54:24,686: 'l'
2018-10-13 10:54:24,866: 'l'
2018-10-13 10:54:25,470: 'e'
2018-10-13 10:54:25,545: 'r'
2018-10-13 10:54:25,684: Key.space
2018-10-13 10:54:26,586: 'm'
2018-10-13 10:54:26,692: 'a'
2018-10-13 10:54:26,974: Key.tab
2018-10-13 10:54:28,782: Key.left
2018-10-13 10:54:29,299: Key.left
2018-10-13 10:54:29,337: Key.left
2018-10-13 10:54:29,373: Key.left
2018-10-13 10:54:29,411: Key.left
2018-10-13 10:54:29,448: Key.left
2018-10-13 10:54:29,486: Key.left
2018-10-13 10:54:29,522: Key.left
2018-10-13 10:54:29,561: Key.left
2018-10-13 10:54:29,598: Key.left
2018-10-13 10:54:29,635: Key.left
2018-10-13 10:54:29,672: Key.left
2018-10-13 10:54:29,710: Key.left
2018-10-13 10:54:29,746: Key.left
2018-10-13 10:54:29,785: Key.left
2018-10-13 10:54:31,144: '-'
2018-10-13 10:54:31,412: 'w'
2018-10-13 10:54:31,556: Key.space
2018-10-13 10:54:35,487: Key.enter
2018-10-13 10:54:57,299: Key.ctrl_l
2018-10-13 10:54:57,448: '\x01'
2018-10-13 10:54:58,391: '\x03'
2018-10-13 10:57:23,628: Key.backspace
2018-10-13 10:57:23,811: Key.backspace
2018-10-13 10:57:24,737: Key.backspace
2018-10-13 10:57:25,875: Key.enter
2018-10-13 10:57:37,724: Key.up
2018-10-13 10:57:38,220: Key.left
2018-10-13 10:57:38,664: Key.left
2018-10-13 10:57:39,181: Key.left
2018-10-13 10:57:39,218: Key.left
2018-10-13 10:57:39,255: Key.left
2018-10-13 10:57:39,450: Key.left
2018-10-13 10:57:39,620: Key.left
2018-10-13 10:57:39,790: Key.left
2018-10-13 10:57:39,958: Key.left
2018-10-13 10:57:40,126: Key.left
2018-10-13 10:57:40,310: Key.left
2018-10-13 10:57:40,483: Key.left
2018-10-13 10:57:40,661: Key.left
2018-10-13 10:57:40,833: Key.left
2018-10-13 10:57:41,005: Key.left
2018-10-13 10:57:41,182: Key.left
2018-10-13 10:57:41,625: Key.backspace
2018-10-13 10:57:41,789: Key.backspace
2018-10-13 10:57:42,979: Key.backspace
2018-10-13 10:57:43,593: Key.enter
2018-10-13 10:57:46,129: 'y'
